STATION,STATION_NAME,DATE,PRCP,TAVG,TMAX,TMIN
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160212,0.01,39,43,37
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160213,0.16,44,49,39
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160214,0.45,43,47,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160215,0.10,40,45,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160216,0.00,38,44,34
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160217,0.00,34,41,30
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160218,0.00,35,-9999,30
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160219,0.03,42,50,34
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160220,0.05,50,55,42
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160221,0.02,53,56,51
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160222,0.00,52,55,50
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160223,0.24,45,52,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160224,0.02,41,47,36
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160225,0.01,40,45,35
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160226,0.00,38,45,32
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160227,0.00,40,47,34
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160228,0.00,39,46,33
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160229,0.00,40,47,33
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160301,0.00,42,-9999,36
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160302,0.16,46,52,35
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160303,0.20,44,47,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160304,0.20,43,49,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160305,0.48,40,46,34
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160306,0.08,42,47,38
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160307,0.01,39,44,37
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160308,0.02,42,49,37
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160309,0.00,43,49,40
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160310,0.24,45,49,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160311,0.00,47,53,40
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160312,0.00,46,54,38
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160313,0.00,44,53,35
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160314,0.00,43,49,38
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160315,0.00,46,56,37
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160316,0.01,44,53,39
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160317,0.00,46,56,37
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160318,0.00,44,53,38
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160319,0.00,43,47,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160320,0.00,43,45,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160321,0.00,46,51,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160322,0.00,49,56,44
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160323,0.00,48,52,40
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160324,0.00,49,52,45
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160325,0.08,50,59,45
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160326,0.06,53,59,45
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160327,0.41,50,59,44
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160328,0.10,51,60,44
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160329,0.37,50,59,43
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160330,0.15,48,53,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160331,0.34,44,46,43
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160401,0.72,47,55,42
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160402,0.00,45,-9999,39
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160403,0.13,59,71,49
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160404,0.12,56,64,49
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160405,0.02,55,63,51
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160406,0.00,52,60,47
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160407,0.07,47,54,42
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160408,0.12,49,57,45
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160409,0.00,48,57,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160410,0.08,53,65,39
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160411,0.00,53,62,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160412,0.14,53,63,43
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160413,0.12,55,63,49
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160414,0.03,54,64,48
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160415,0.11,55,61,49
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160416,0.14,53,61,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160417,0.00,46,54,42
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160418,0.00,50,59,39
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160419,0.00,53,62,44
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160420,0.00,57,69,45
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160421,0.00,61,72,52
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160422,0.00,59,67,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160423,0.02,49,59,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160424,0.00,44,49,39
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160425,0.08,46,53,40
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160426,0.13,43,49,39
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160427,0.04,43,53,36
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160428,0.09,47,55,36
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160429,0.00,50,59,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160430,0.11,47,51,42
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160501,0.02,51,62,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160502,0.00,56,67,44
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160503,0.01,55,63,48
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160504,0.00,57,67,45
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160505,0.00,60,71,49
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160506,0.00,65,79,50
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160507,0.00,66,76,57
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160508,0.00,69,79,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160509,0.00,65,74,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160510,0.17,61,66,58
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160511,0.20,60,65,56
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160512,0.26,61,67,56
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160513,0.58,62,74,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160514,0.01,52,69,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160515,0.00,53,61,44
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160516,0.00,56,63,49
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160517,0.00,58,66,47
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160518,0.00,57,62,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160519,0.29,55,63,49
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160520,0.04,61,71,52
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160521,0.00,67,78,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160522,0.38,58,71,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160523,0.89,55,60,52
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160524,0.62,54,60,50
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160525,0.00,58,69,47
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160526,0.00,63,71,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160527,0.06,67,77,56
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160528,0.00,65,75,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160529,0.67,61,67,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160530,0.43,56,62,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160531,2.08,56,58,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160601,0.33,59,63,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160602,0.26,55,60,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160603,0.05,54,57,52
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160604,0.00,59,63,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160605,0.06,61,68,57
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160606,0.02,66,77,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160607,0.00,71,81,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160608,0.00,67,75,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160609,0.00,66,77,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160610,0.00,68,77,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160611,0.01,66,72,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160612,0.00,63,68,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160613,0.01,61,65,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160614,0.46,61,69,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160615,0.09,60,70,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160616,0.08,60,70,56
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160617,0.09,61,71,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160618,0.12,61,68,57
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160619,0.14,64,72,57
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160620,0.01,61,71,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160621,0.45,67,74,61
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160622,0.00,74,84,66
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160623,0.01,79,90,69
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160624,0.00,70,87,64
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160625,0.04,64,74,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160626,0.00,63,72,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160627,0.00,65,72,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160628,0.11,66,73,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160629,0.00,66,75,57
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160630,0.00,67,75,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160701,0.04,66,73,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160702,0.15,62,71,58
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160703,0.04,61,65,57
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160704,0.11,65,72,58
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160705,0.00,66,72,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160706,0.00,66,77,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160707,0.00,72,84,58
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160708,0.00,73,83,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160709,0.00,74,84,63
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160710,0.00,77,88,67
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160711,0.00,68,81,64
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160712,0.00,63,73,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160713,0.27,61,68,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160714,0.00,62,70,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160715,0.00,65,74,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160716,0.00,70,81,61
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160717,0.00,74,85,63
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160718,0.00,78,90,65
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160719,0.00,84,96,69
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160720,0.00,80,94,71
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160721,0.00,72,83,65
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160722,0.00,72,82,64
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160723,0.00,72,83,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160724,0.00,73,83,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160725,0.00,74,81,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160726,0.00,67,76,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160727,0.00,69,78,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160728,0.01,70,77,65
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160729,0.01,71,80,65
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160730,0.03,69,77,64
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160731,0.00,69,78,63
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160801,0.00,67,76,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160802,0.06,67,73,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160803,0.15,71,78,64
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160804,0.00,66,72,61
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160805,0.09,66,74,58
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160806,0.00,68,77,57
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160807,0.00,74,87,61
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160808,0.00,67,84,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160809,0.00,64,74,58
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160810,0.00,60,69,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160811,0.00,64,74,53
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160812,0.00,69,82,58
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160813,0.00,73,85,61
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160814,0.00,71,82,61
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160815,0.00,71,84,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160816,0.00,73,87,61
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160817,0.00,75,87,63
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160818,0.23,69,83,65
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160819,0.14,67,76,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160820,0.02,67,77,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160821,0.01,64,72,58
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160822,0.00,72,84,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160823,0.00,78,91,64
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160824,0.00,82,98,67
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160825,0.00,84,98,69
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160826,-9999,85,93,74
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160827,0.00,82,94,70
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160828,0.00,75,89,67
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160829,0.00,68,77,65
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160830,0.00,70,81,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160831,0.00,73,83,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160901,0.00,70,80,62
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160902,0.00,72,83,61
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160903,0.00,72,83,63
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160904,0.04,69,78,65
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160905,0.04,64,68,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160906,0.09,69,75,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160907,0.00,72,84,60
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160908,0.00,68,76,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160909,0.00,68,80,56
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160910,0.00,70,81,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160911,0.02,70,78,65
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160912,0.02,76,89,63
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160913,0.00,78,90,71
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160914,0.00,73,83,64
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160915,0.65,64,78,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160916,0.10,62,71,58
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160917,0.18,59,63,56
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160918,0.02,62,71,55
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160919,0.09,63,68,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160920,0.06,63,70,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160921,0.01,62,72,52
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160922,0.00,63,75,53
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160923,0.00,65,75,59
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160924,0.00,64,77,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160925,0.00,61,68,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160926,0.05,60,69,53
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160927,0.00,63,74,52
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160928,0.00,66,74,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160929,0.00,63,71,56
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20160930,0.00,60,67,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161001,0.09,58,66,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161002,0.00,56,64,51
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161003,0.00,56,67,48
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161004,0.01,58,68,51
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161005,0.00,55,64,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161006,0.00,52,60,44
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161007,0.00,54,59,49
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161008,0.00,55,63,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161009,0.00,52,60,45
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161010,0.00,49,58,43
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161011,0.06,49,56,42
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161012,0.00,49,59,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161013,0.00,48,54,43
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161014,0.06,52,55,49
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161015,0.24,54,65,46
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161016,0.00,58,70,48
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161017,0.06,57,65,52
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161018,0.02,54,62,48
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161019,0.13,51,57,46
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161020,0.02,53,56,50
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161021,0.08,52,56,50
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161022,0.16,50,58,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161023,0.01,49,55,42
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161024,0.40,54,58,51
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161025,0.06,56,59,54
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161026,0.00,53,58,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161027,0.00,52,60,48
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161028,0.00,53,58,44
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161029,0.00,55,57,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161030,0.01,54,63,48
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161031,0.00,54,64,47
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161101,0.00,52,58,46
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161102,0.00,51,55,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161103,0.00,45,54,39
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161104,0.00,44,46,41
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161105,0.32,48,52,44
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161106,0.01,44,49,-9999
GHCND:FR000007150,PARIS 14E PARC MONTSOURIS FR,20161107,0.00,38,43,35
